date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:56:48	58904/58904	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:42:20%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/extension_pace.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/extension_pace.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:48	62943/62943	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:56:58%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/component_nestable.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/component_nestable.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:49	61112/61112	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:49:37%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/component_portlet_draggable.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/component_portlet_draggable.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:49	99061/99061	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:49:43%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_advanced.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_advanced.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:50	90593/90593	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:49:48%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_general.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_general.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:50	80773/80773	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2010:02:59%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_wizard.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_wizard.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:51	71904/71904	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:49:48%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_validation.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_validation.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:51	62714/62714	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:49:47%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_mask.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_mask.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:51	60421/60421	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:42:24%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_xeditable.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_xeditable.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:52	58265/58265	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:42:23%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_dropzone.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_dropzone.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:52	61291/61291	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:49:43%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_code_editor.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_code_editor.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:52	60433/60433	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:57:00%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_editors.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_editors.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:53	63310/63310	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:49:47%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_editor_markdown.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/forms_editor_markdown.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:53	59689/59689	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:42:03%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_chartjs.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_chartjs.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:54	59937/59937	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:42:07%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_flot.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_flot.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:54	67148/67148	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2010:02:58%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_inline.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_inline.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:54	59218/59218	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:42:09%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_morris.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_morris.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
20:56:55	63232/63232	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Sep%202021%2009:49:31%20GMT	https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_peity.html	C:/Users/VIDHI%20BORA/Downloads/recap/recap_1/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_peity.html	(from https://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/index.html)
